mouse,choice,delay,location,opto,rt,sessid
OLI-M-0116,0,1,10,1,0.189500000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.184,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,5,1,0.177,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.3001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1903,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1562,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1788,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.189500000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,4,1,0.1612,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,18,1,0.1661,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,2,1,0.1499,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1526,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,12,1,0.174099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.2121,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,16,1,0.1783,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.206600000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1607,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,7,1,0.1694,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1876,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1625,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,13,1,0.1866,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.183200000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,9,1,0.1587,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1963,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2213,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,6,1,0.1473,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,14,1,0.1568,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,20,1,0.1726,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1621,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,15,1,0.1669,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1443,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.150300000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,8,1,0.1975,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1604,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1675,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1859,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,21,1,0.1517,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1542,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1798,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2193,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1701,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1627,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,3,1,0.1535,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1868,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,1,1,0.1616,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,11,1,0.1456,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1381,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,17,1,0.1666,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1805,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,19,1,0.1617,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.164600000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,19,1,0.158300000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,18,1,0.127899999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,11,1,0.2141,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,21,1,0.1713,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.189,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,9,1,0.1842,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1796,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1702,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,15,1,0.205700000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1654,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,7,1,0.1858,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,13,1,0.156,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.183599999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,4,1,0.3074,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,3,1,0.200900000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,17,1,0.185,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,6,1,0.1983,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1637,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,8,1,0.1811,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,5,1,0.2179,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2206,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,12,1,0.2015,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1903,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1594,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1738,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1639,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,16,1,0.1951,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1595,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1386,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1685,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,20,1,0.194799999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.213500000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1691,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1743,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.205500000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,14,1,0.1694,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,2,1,0.160499999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1357,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1637,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,1,1,0.1367,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2004,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,10,1,0.1667,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1667,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1835,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,18,1,0.1339,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1715,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1944,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,4,1,0.178900000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1555,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1833,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1839,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,5,1,0.172,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,14,1,0.1764,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1668,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,17,1,0.168699999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.2131,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,15,1,0.178599999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,1,1,0.1567,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,21,1,0.177,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1648,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1646,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.178399999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2332,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.160099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,2,1,0.186700000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.153900000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,9,1,0.21,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1649,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1493,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1617,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,13,1,0.1791,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1697,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1571,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.148900000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1599,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,8,1,0.1451,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1737,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,7,1,0.195,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,16,1,0.1828,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1433,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.158,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1826,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,12,1,0.132099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,11,1,0.154899999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,20,1,0.1557,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1608,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.156500000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1628,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1482,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1426,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,6,1,0.1424,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1554,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,10,1,0.1557,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1711,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1477,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.149700000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1406,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,19,1,0.142,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1478,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,3,1,0.1519,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1918,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.156400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1697,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,3,1,0.190400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.167799999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,4,1,0.2046,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.19,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.166999999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.160099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1724,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,5,1,0.1472,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,1,1,0.16,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,19,1,0.159799999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,13,1,0.1731,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,2,1,0.152600000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,15,1,0.1555,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1618,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1953,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1656,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.162500000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,16,1,0.152599999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,10,1,0.175400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.171200000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1621,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,8,1,0.213899999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,6,1,0.177099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,21,1,0.1557,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,12,1,0.2116,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,9,1,0.1934,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,14,1,0.232499999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,20,1,0.180400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1679,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1675,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,18,1,0.169,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1968,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2132,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1523,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,11,1,0.165999999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.171400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2041,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,7,1,0.2017,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1805,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1438,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.157799999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,17,1,0.190800000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,8,1,0.2008,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,9,1,0.185600000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.169900000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.177100000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,3,1,0.1932,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1478,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,10,1,0.1797,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.150400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1729,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,1,1,0.2445,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,6,1,0.2061,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,15,1,0.1721,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2055,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,11,1,0.1474,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.183399999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,17,1,0.2075,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,7,1,0.205699999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,18,1,0.2112,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1755,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.2075,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1589,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,19,1,0.2213,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.248699999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1566,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,13,1,0.228399999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.205,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,4,1,0.2336,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.175099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1643,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,5,1,0.239399999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,20,1,0.2203,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,14,1,0.1545,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,12,1,0.148400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.214399999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.186300000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,21,1,0.149,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1642,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1786,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,16,1,0.183,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1605,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1671,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,2,1,0.1623,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,9,1,0.1545,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,18,1,0.181400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,13,1,0.262799999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,12,1,0.210100000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,8,1,0.1673,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1788,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,3,1,0.1595,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1565,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1475,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,6,1,0.166,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,11,1,0.1929,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1526,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,21,1,0.1693,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1799,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1671,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,14,1,0.1016,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,1,1,0.1669,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1743,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,19,1,0.1318,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1374,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,4,1,0.1618,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,7,1,0.179100000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.197600000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,15,1,0.153099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,17,1,0.159,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,10,1,0.1666,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1963,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,5,1,0.1762,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,16,1,0.1602,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,20,1,0.1585,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1275,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1935,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,2,1,0.139,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1898,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,12,1,0.145400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1854,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1666,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,13,1,0.1673,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,16,1,0.1427,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,8,1,0.178700000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,11,1,0.155600000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.145700000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,2,1,0.1577,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,5,1,0.162599999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1672,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1644,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,1,1,0.205699999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,17,1,0.165399999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1691,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,15,1,0.211899999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1959,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.151999999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.149,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,20,1,0.170899999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,3,1,0.160100000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1858,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,18,1,0.1636,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,14,1,0.151400000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,19,1,0.203099999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,9,1,0.200299999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,6,1,0.1913,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1627,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.159399999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,4,1,0.1784,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,7,1,0.1552,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1962,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,10,1,0.1473,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,21,1,0.2184,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.168600000000001,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.2203,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.252699999999999,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,1,7,1,0.2092,04-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,9,1,0.198,04-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1561,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.143,05-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,5,1,0.1532,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,1,1,0.165499999999999,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,13,1,0.1629,05-Dec-2025_OLI-M-0116
OLI-M-0116,0,NaN,NaN,0,0.1612,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,0,15,1,0.1669,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,16,1,0.176,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1435,05-Dec-2025_OLI-M-0116
OLI-M-0116,0,0,7,1,0.1549,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,17,1,0.1494,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.1482,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.2203,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,1,2,1,0.1546,05-Dec-2025_OLI-M-0116
OLI-M-0116,1,NaN,NaN,0,0.176800000000001,05-Dec-2025_OLI-M-0116
