clusterID,DV,AP_dist,power,effects,area
169,-853.710745983998,0,2,0.119423895990865,m2_1
169,-853.710745983998,1,2,0.700375420034887,m2_1
169,-853.710745983998,2,2,1.45828514226199,m2_1
169,-853.710745983998,3,2,1.4508717087322,m2_1
169,-853.710745983998,0,4,0.144421963380278,m2_1
169,-853.710745983998,1,4,0.94367107328941,m2_1
169,-853.710745983998,2,4,1.41146067779294,m2_1
169,-853.710745983998,3,4,1.06545927081906,m2_1
170,-853.710745983998,0,2,0.265738084408048,m2_1
170,-853.710745983998,1,2,0.634359200262852,m2_1
170,-853.710745983998,2,2,1.10042565525395,m2_1
170,-853.710745983998,3,2,0.956044774689286,m2_1
170,-853.710745983998,0,4,0.374442746300587,m2_1
170,-853.710745983998,1,4,0.747411762577937,m2_1
170,-853.710745983998,2,4,1.10938349863927,m2_1
170,-853.710745983998,3,4,1.03583896319266,m2_1
171,-874.853829951681,0,2,0.241683740682757,m2_1
171,-874.853829951681,1,2,0.869219095659299,m2_1
